2025-05-26 15:02:20 INFO: Server started at:https://localhost:8000
2025-05-26 15:02:20 INFO: HTTP preusmjerivač pokrenut na portu 8080
2025-05-26 15:02:57 INFO: Server started at:https://localhost:8000
2025-05-26 15:02:57 INFO: HTTP preusmjerivač pokrenut na portu 8080
2025-05-26 15:03:07 INFO: JWT valid | Time: 2025-05-26T13:03:07.552Z | Method: GET | Path: /api/posts?page=1 | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:03:07 INFO: JWT valid | Time: 2025-05-26T13:03:07.553Z | Method: GET | Path: /api/user/voted-posts | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:03:16 INFO: JWT valid | Time: 2025-05-26T13:03:16.106Z | Method: GET | Path: /api/posts-admin?page=1 | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:07 INFO: JWT valid | Time: 2025-05-26T13:04:07.895Z | Method: POST | Path: /api/posts/new-post | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:07 INFO: JWT valid | Time: 2025-05-26T13:04:07.911Z | Method: POST | Path: /api/posts/new-choice | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:07 INFO: JWT valid | Time: 2025-05-26T13:04:07.916Z | Method: POST | Path: /api/posts/new-choice | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:08 INFO: JWT valid | Time: 2025-05-26T13:04:08.135Z | Method: GET | Path: /api/posts-admin?page=1 | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:54 INFO: JWT valid | Time: 2025-05-26T13:04:54.024Z | Method: POST | Path: /api/posts/new-post | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:54 INFO: JWT valid | Time: 2025-05-26T13:04:54.040Z | Method: POST | Path: /api/posts/new-choice | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:54 INFO: JWT valid | Time: 2025-05-26T13:04:54.044Z | Method: POST | Path: /api/posts/new-choice | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
2025-05-26 15:04:54 INFO: JWT valid | Time: 2025-05-26T13:04:54.055Z | Method: GET | Path: /api/posts-admin?page=1 | OIB: 00000000001 | Email: peropetar12345678@gmail.com | Role: Admin | IP: ::ffff:127.0.0.1
